  reported      58%   (battery service)
  charger       not charging   (P0.17 ~CHG)
  computed      3,789 mV -> 58%
  at the pin    1,280 mV   (1,457 raw counts)
  divider off   3,956 raw counts
  control       3,301 mV for the 3.3V rail   (ADC is sound)
  divider       P0.14 LOW - enabled
  errors        none

  >> the gauge is reading the cell

  sampling every 5 min for 1440 min, every 1 min below 3,600 mV

  06:47:08  t+1247.5min  3,582 mV   26%  on cell   (pin 1,210 mV, vdd 3,296 mV)
  06:48:10  t+1248.5min  3,547 mV   23%  on cell   (pin 1,198 mV, vdd 3,306 mV)
  06:49:12  t+1249.6min  3,585 mV   27%  on cell   (pin 1,211 mV, vdd 3,302 mV)
  06:50:14  t+1250.6min  3,558 mV   24%  on cell   (pin 1,202 mV, vdd 3,304 mV)
  06:51:16  t+1251.7min  3,558 mV   24%  on cell   (pin 1,202 mV, vdd 3,302 mV)
  06:52:18  t+1252.7min  3,532 mV   21%  on cell   (pin 1,193 mV, vdd 3,303 mV)
  06:53:22  t+1253.7min  3,517 mV   19%  on cell   (pin 1,188 mV, vdd 3,303 mV)
  06:54:24  t+1254.8min  3,544 mV   22%  on cell   (pin 1,197 mV, vdd 3,311 mV)
  06:55:26  t+1255.8min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,303 mV)
  06:56:28  t+1256.9min  3,567 mV   25%  on cell   (pin 1,205 mV, vdd 3,305 mV)
  06:57:30  t+1257.9min  3,564 mV   24%  on cell   (pin 1,204 mV, vdd 3,303 mV)
  06:58:31  t+1258.9min  3,564 mV   24%  on cell   (pin 1,204 mV, vdd 3,303 mV)
  06:59:33  t+1259.9min  3,523 mV   20%  on cell   (pin 1,190 mV, vdd 3,302 mV)
  07:00:35  t+1261.0min  3,558 mV   24%  on cell   (pin 1,202 mV, vdd 3,304 mV)
  07:01:38  t+1262.0min  3,544 mV   22%  on cell   (pin 1,197 mV, vdd 3,305 mV)
  07:02:41  t+1263.1min  3,564 mV   24%  on cell   (pin 1,204 mV, vdd 3,300 mV)
  07:03:43  t+1264.1min  3,538 mV   22%  on cell   (pin 1,195 mV, vdd 3,298 mV)
  07:04:45  t+1265.1min  3,517 mV   19%  on cell   (pin 1,188 mV, vdd 3,309 mV)
  07:05:48  t+1266.2min  3,567 mV   25%  on cell   (pin 1,205 mV, vdd 3,306 mV)
  07:06:50  t+1267.2min  3,552 mV   23%  on cell   (pin 1,200 mV, vdd 3,305 mV)
  07:07:51  t+1268.2min  3,535 mV   21%  on cell   (pin 1,194 mV, vdd 3,303 mV)
  07:08:54  t+1269.3min  3,594 mV   28%  on cell   (pin 1,214 mV, vdd 3,306 mV)
  07:09:57  t+1270.3min  3,576 mV   26%  on cell   (pin 1,208 mV, vdd 3,307 mV)
  07:11:00  t+1271.4min  3,538 mV   22%  on cell   (pin 1,195 mV, vdd 3,303 mV)
  07:12:02  t+1272.4min  3,552 mV   23%  on cell   (pin 1,200 mV, vdd 3,306 mV)
  07:13:03  t+1273.4min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,307 mV)
  07:14:04  t+1274.5min  3,561 mV   24%  on cell   (pin 1,203 mV, vdd 3,304 mV)
  07:15:08  t+1275.5min  3,564 mV   24%  on cell   (pin 1,204 mV, vdd 3,303 mV)
  07:16:10  t+1276.6min  3,544 mV   22%  on cell   (pin 1,197 mV, vdd 3,306 mV)
  07:17:12  t+1277.6min  3,567 mV   25%  on cell   (pin 1,205 mV, vdd 3,302 mV)
  07:18:14  t+1278.6min  3,532 mV   21%  on cell   (pin 1,193 mV, vdd 3,306 mV)
  07:19:17  t+1279.7min  3,547 mV   23%  on cell   (pin 1,198 mV, vdd 3,308 mV)
  07:20:19  t+1280.7min  3,520 mV   20%  on cell   (pin 1,189 mV, vdd 3,304 mV)
  07:21:21  t+1281.7min  3,573 mV   25%  on cell   (pin 1,207 mV, vdd 3,306 mV)
  07:22:23  t+1282.8min  3,544 mV   22%  on cell   (pin 1,197 mV, vdd 3,301 mV)
  07:23:25  t+1283.8min  3,523 mV   20%  on cell   (pin 1,190 mV, vdd 3,296 mV)
  07:24:26  t+1284.8min  3,529 mV   21%  on cell   (pin 1,192 mV, vdd 3,311 mV)
  07:25:28  t+1285.9min  3,555 mV   23%  on cell   (pin 1,201 mV, vdd 3,305 mV)
  07:26:31  t+1286.9min  3,529 mV   21%  on cell   (pin 1,192 mV, vdd 3,303 mV)
  07:27:32  t+1287.9min  3,558 mV   24%  on cell   (pin 1,202 mV, vdd 3,308 mV)
  07:28:35  t+1289.0min  3,564 mV   24%  on cell   (pin 1,204 mV, vdd 3,301 mV)
  07:29:36  t+1290.0min  3,541 mV   22%  on cell   (pin 1,196 mV, vdd 3,299 mV)
  07:30:39  t+1291.0min  3,511 mV   19%  on cell   (pin 1,186 mV, vdd 3,306 mV)
  07:31:42  t+1292.1min  3,538 mV   22%  on cell   (pin 1,195 mV, vdd 3,301 mV)
  07:32:45  t+1293.1min  3,549 mV   23%  on cell   (pin 1,199 mV, vdd 3,308 mV)
  07:33:47  t+1294.2min  3,520 mV   20%  on cell   (pin 1,189 mV, vdd 3,304 mV)
  07:34:51  t+1295.2min  3,570 mV   25%  on cell   (pin 1,206 mV, vdd 3,305 mV)
  07:35:53  t+1296.3min  3,549 mV   23%  on cell   (pin 1,199 mV, vdd 3,303 mV)
  07:36:55  t+1297.3min  3,570 mV   25%  on cell   (pin 1,206 mV, vdd 3,300 mV)
  07:37:57  t+1298.3min  3,544 mV   22%  on cell   (pin 1,197 mV, vdd 3,304 mV)
  07:38:59  t+1299.4min  3,544 mV   22%  on cell   (pin 1,197 mV, vdd 3,308 mV)
  07:40:01  t+1300.4min  3,517 mV   19%  on cell   (pin 1,188 mV, vdd 3,303 mV)
  07:41:03  t+1301.4min  3,547 mV   23%  on cell   (pin 1,198 mV, vdd 3,303 mV)
  07:42:08  t+1302.5min  3,529 mV   21%  on cell   (pin 1,192 mV, vdd 3,308 mV)
  07:43:09  t+1303.5min  3,558 mV   24%  on cell   (pin 1,202 mV, vdd 3,304 mV)
  07:44:12  t+1304.6min  3,544 mV   22%  on cell   (pin 1,197 mV, vdd 3,309 mV)
  07:45:15  t+1305.6min  3,505 mV   18%  on cell   (pin 1,184 mV, vdd 3,311 mV)
  07:46:16  t+1306.7min  3,523 mV   20%  on cell   (pin 1,190 mV, vdd 3,307 mV)
  07:47:18  t+1307.7min  3,511 mV   19%  on cell   (pin 1,186 mV, vdd 3,313 mV)
  07:48:20  t+1308.7min  3,544 mV   22%  on cell   (pin 1,197 mV, vdd 3,302 mV)
  07:49:24  t+1309.8min  3,564 mV   24%  on cell   (pin 1,204 mV, vdd 3,308 mV)
  07:50:27  t+1310.8min  3,561 mV   24%  on cell   (pin 1,203 mV, vdd 3,309 mV)
  07:51:28  t+1311.9min  3,564 mV   24%  on cell   (pin 1,204 mV, vdd 3,302 mV)
  07:52:30  t+1312.9min  3,555 mV   23%  on cell   (pin 1,201 mV, vdd 3,306 mV)
  07:53:31  t+1313.9min  3,502 mV   18%  on cell   (pin 1,183 mV, vdd 3,306 mV)
  07:54:36  t+1315.0min  3,597 mV   28%  on cell   (pin 1,215 mV, vdd 3,305 mV)
  07:55:40  t+1316.0min  3,541 mV   22%  on cell   (pin 1,196 mV, vdd 3,303 mV)
  07:56:42  t+1317.1min  3,538 mV   22%  on cell   (pin 1,195 mV, vdd 3,303 mV)
  07:57:44  t+1318.1min  3,564 mV   24%  on cell   (pin 1,204 mV, vdd 3,307 mV)
  07:58:48  t+1319.2min  3,532 mV   21%  on cell   (pin 1,193 mV, vdd 3,305 mV)
  07:59:52  t+1320.3min  3,523 mV   20%  on cell   (pin 1,190 mV, vdd 3,306 mV)
  08:00:54  t+1321.3min  3,523 mV   20%  on cell   (pin 1,190 mV, vdd 3,303 mV)
  08:01:55  t+1322.3min  3,585 mV   27%  on cell   (pin 1,211 mV, vdd 3,297 mV)
  08:02:57  t+1323.3min  3,570 mV   25%  on cell   (pin 1,206 mV, vdd 3,308 mV)
  08:03:59  t+1324.4min  3,544 mV   22%  on cell   (pin 1,197 mV, vdd 3,309 mV)
  08:05:01  t+1325.4min  3,529 mV   21%  on cell   (pin 1,192 mV, vdd 3,300 mV)
  08:06:02  t+1326.4min  3,544 mV   22%  on cell   (pin 1,197 mV, vdd 3,299 mV)
  08:07:04  t+1327.5min  3,564 mV   24%  on cell   (pin 1,204 mV, vdd 3,311 mV)
  08:08:07  t+1328.5min  3,520 mV   20%  on cell   (pin 1,189 mV, vdd 3,303 mV)
  08:09:10  t+1329.6min  3,511 mV   19%  on cell   (pin 1,186 mV, vdd 3,304 mV)
  08:10:13  t+1330.6min  3,558 mV   24%  on cell   (pin 1,202 mV, vdd 3,303 mV)
  08:11:15  t+1331.6min  3,505 mV   18%  on cell   (pin 1,184 mV, vdd 3,306 mV)
  08:12:17  t+1332.7min  3,549 mV   23%  on cell   (pin 1,199 mV, vdd 3,304 mV)
  08:13:19  t+1333.7min  3,538 mV   22%  on cell   (pin 1,195 mV, vdd 3,301 mV)
  08:14:20  t+1334.7min  3,538 mV   22%  on cell   (pin 1,195 mV, vdd 3,308 mV)
  08:15:24  t+1335.8min  3,538 mV   22%  on cell   (pin 1,195 mV, vdd 3,305 mV)
  08:16:25  t+1336.8min  3,538 mV   22%  on cell   (pin 1,195 mV, vdd 3,309 mV)
  08:17:27  t+1337.8min  3,529 mV   21%  on cell   (pin 1,192 mV, vdd 3,304 mV)
  08:18:31  t+1338.9min  3,520 mV   20%  on cell   (pin 1,189 mV, vdd 3,306 mV)
  08:19:33  t+1339.9min  3,517 mV   19%  on cell   (pin 1,188 mV, vdd 3,302 mV)
  08:20:37  t+1341.0min  3,502 mV   18%  on cell   (pin 1,183 mV, vdd 3,309 mV)
  08:21:38  t+1342.0min  3,514 mV   19%  on cell   (pin 1,187 mV, vdd 3,304 mV)
  08:22:41  t+1343.1min  3,520 mV   20%  on cell   (pin 1,189 mV, vdd 3,302 mV)
  08:23:42  t+1344.1min  3,517 mV   19%  on cell   (pin 1,188 mV, vdd 3,305 mV)
  08:24:45  t+1345.1min  3,496 mV   17%  on cell   (pin 1,181 mV, vdd 3,302 mV)
  08:25:48  t+1346.2min  3,508 mV   18%  on cell   (pin 1,185 mV, vdd 3,306 mV)
  08:26:50  t+1347.2min  3,567 mV   25%  on cell   (pin 1,205 mV, vdd 3,303 mV)
  08:27:51  t+1348.2min  3,549 mV   23%  on cell   (pin 1,199 mV, vdd 3,303 mV)
  08:28:55  t+1349.3min  3,541 mV   22%  on cell   (pin 1,196 mV, vdd 3,303 mV)
  08:29:56  t+1350.3min  3,508 mV   18%  on cell   (pin 1,185 mV, vdd 3,312 mV)
  08:30:57  t+1351.3min  3,538 mV   22%  on cell   (pin 1,195 mV, vdd 3,308 mV)
  08:32:00  t+1352.4min  3,523 mV   20%  on cell   (pin 1,190 mV, vdd 3,302 mV)
  08:33:02  t+1353.4min  3,555 mV   23%  on cell   (pin 1,201 mV, vdd 3,306 mV)
  08:34:04  t+1354.5min  3,532 mV   21%  on cell   (pin 1,193 mV, vdd 3,304 mV)
  08:35:07  t+1355.5min  3,526 mV   20%  on cell   (pin 1,191 mV, vdd 3,300 mV)
  08:36:09  t+1356.5min  3,514 mV   19%  on cell   (pin 1,187 mV, vdd 3,304 mV)
  08:37:13  t+1357.6min  3,558 mV   24%  on cell   (pin 1,202 mV, vdd 3,303 mV)
  08:38:16  t+1358.6min  3,538 mV   22%  on cell   (pin 1,195 mV, vdd 3,313 mV)
  08:39:17  t+1359.7min  3,532 mV   21%  on cell   (pin 1,193 mV, vdd 3,308 mV)
  08:40:21  t+1360.7min  3,561 mV   24%  on cell   (pin 1,203 mV, vdd 3,303 mV)
  08:41:23  t+1361.8min  3,523 mV   20%  on cell   (pin 1,190 mV, vdd 3,305 mV)
  08:42:26  t+1362.8min  3,535 mV   21%  on cell   (pin 1,194 mV, vdd 3,304 mV)
  08:43:29  t+1363.9min  3,570 mV   25%  on cell   (pin 1,206 mV, vdd 3,302 mV)
  08:44:30  t+1364.9min  3,523 mV   20%  on cell   (pin 1,190 mV, vdd 3,307 mV)
  08:45:33  t+1365.9min  3,547 mV   23%  on cell   (pin 1,198 mV, vdd 3,307 mV)
  08:46:35  t+1367.0min  3,564 mV   24%  on cell   (pin 1,204 mV, vdd 3,302 mV)
  08:47:37  t+1368.0min  3,517 mV   19%  on cell   (pin 1,188 mV, vdd 3,301 mV)
  08:48:40  t+1369.0min  3,523 mV   20%  on cell   (pin 1,190 mV, vdd 3,302 mV)
  08:49:41  t+1370.1min  3,541 mV   22%  on cell   (pin 1,196 mV, vdd 3,299 mV)
  08:50:43  t+1371.1min  3,526 mV   20%  on cell   (pin 1,191 mV, vdd 3,302 mV)
  08:51:46  t+1372.2min  3,547 mV   23%  on cell   (pin 1,198 mV, vdd 3,312 mV)
  08:52:49  t+1373.2min  3,526 mV   20%  on cell   (pin 1,191 mV, vdd 3,306 mV)
  08:53:50  t+1374.2min  3,496 mV   17%  on cell   (pin 1,181 mV, vdd 3,307 mV)
  08:54:52  t+1375.3min  3,529 mV   21%  on cell   (pin 1,192 mV, vdd 3,304 mV)
  08:55:54  t+1376.3min  3,541 mV   22%  on cell   (pin 1,196 mV, vdd 3,299 mV)
  08:56:57  t+1377.3min  3,517 mV   19%  on cell   (pin 1,188 mV, vdd 3,300 mV)
  08:57:58  t+1378.4min  3,529 mV   21%  on cell   (pin 1,192 mV, vdd 3,300 mV)
  08:59:00  t+1379.4min  3,555 mV   23%  on cell   (pin 1,201 mV, vdd 3,303 mV)
  09:00:02  t+1380.4min  3,496 mV   17%  on cell   (pin 1,181 mV, vdd 3,304 mV)
  09:01:04  t+1381.4min  3,523 mV   20%  on cell   (pin 1,190 mV, vdd 3,302 mV)
  09:02:07  t+1382.5min  3,544 mV   22%  on cell   (pin 1,197 mV, vdd 3,304 mV)
  09:03:10  t+1383.6min  3,502 mV   18%  on cell   (pin 1,183 mV, vdd 3,303 mV)
  09:04:12  t+1384.6min  3,538 mV   22%  on cell   (pin 1,195 mV, vdd 3,304 mV)
  09:05:14  t+1385.6min  3,547 mV   23%  on cell   (pin 1,198 mV, vdd 3,333 mV)
  09:06:16  t+1386.6min  3,544 mV   22%  on cell   (pin 1,197 mV, vdd 3,297 mV)
  09:07:19  t+1387.7min  3,508 mV   18%  on cell   (pin 1,185 mV, vdd 3,305 mV)
  09:08:21  t+1388.7min  3,532 mV   21%  on cell   (pin 1,193 mV, vdd 3,300 mV)
  09:09:23  t+1389.8min  3,523 mV   20%  on cell   (pin 1,190 mV, vdd 3,300 mV)
  09:10:26  t+1390.8min  3,541 mV   22%  on cell   (pin 1,196 mV, vdd 3,306 mV)
  09:11:28  t+1391.9min  3,502 mV   18%  on cell   (pin 1,183 mV, vdd 3,305 mV)
  09:12:31  t+1392.9min  3,520 mV   20%  on cell   (pin 1,189 mV, vdd 3,300 mV)
  09:13:33  t+1393.9min  3,499 mV   17%  on cell   (pin 1,182 mV, vdd 3,303 mV)
  09:14:34  t+1395.0min  3,514 mV   19%  on cell   (pin 1,187 mV, vdd 3,307 mV)
  09:15:36  t+1396.0min  3,529 mV   21%  on cell   (pin 1,192 mV, vdd 3,296 mV)
  09:16:38  t+1397.0min  3,541 mV   22%  on cell   (pin 1,196 mV, vdd 3,296 mV)
  09:17:40  t+1398.1min  3,523 mV   20%  on cell   (pin 1,190 mV, vdd 3,303 mV)
  09:18:42  t+1399.1min  3,458 mV   13%  on cell   (pin 1,168 mV, vdd 3,304 mV)
  09:19:43  t+1400.1min  3,529 mV   21%  on cell   (pin 1,192 mV, vdd 3,296 mV)
  09:20:46  t+1401.2min  3,544 mV   22%  on cell   (pin 1,197 mV, vdd 3,300 mV)
  09:21:48  t+1402.2min  3,547 mV   23%  on cell   (pin 1,198 mV, vdd 3,299 mV)
  09:22:51  t+1403.2min  3,544 mV   22%  on cell   (pin 1,197 mV, vdd 3,304 mV)
  09:23:53  t+1404.3min  3,544 mV   22%  on cell   (pin 1,197 mV, vdd 3,301 mV)
  09:24:56  t+1405.3min  3,493 mV   17%  on cell   (pin 1,180 mV, vdd 3,299 mV)
  09:25:57  t+1406.3min  3,532 mV   21%  on cell   (pin 1,193 mV, vdd 3,300 mV)
  09:27:00  t+1407.4min  3,505 mV   18%  on cell   (pin 1,184 mV, vdd 3,302 mV)
  09:31:56  t+1412.3min  3,517 mV   19%  on cell   (pin 1,188 mV, vdd 3,302 mV)
  09:32:58  t+1413.4min  3,490 mV   16%  on cell   (pin 1,179 mV, vdd 3,304 mV)
  09:34:00  t+1414.4min  3,514 mV   19%  on cell   (pin 1,187 mV, vdd 3,304 mV)
  09:35:03  t+1415.4min  3,532 mV   21%  on cell   (pin 1,193 mV, vdd 3,299 mV)
  09:36:06  t+1416.5min  3,517 mV   19%  on cell   (pin 1,188 mV, vdd 3,301 mV)
  09:37:10  t+1417.6min  3,511 mV   19%  on cell   (pin 1,186 mV, vdd 3,305 mV)
  09:38:12  t+1418.6min  3,535 mV   21%  on cell   (pin 1,194 mV, vdd 3,303 mV)
  09:39:15  t+1419.6min  3,523 mV   20%  on cell   (pin 1,190 mV, vdd 3,302 mV)
  09:40:17  t+1420.7min  3,529 mV   21%  on cell   (pin 1,192 mV, vdd 3,303 mV)
  09:41:18  t+1421.7min  3,502 mV   18%  on cell   (pin 1,183 mV, vdd 3,304 mV)
  09:42:21  t+1422.7min  3,523 mV   20%  on cell   (pin 1,190 mV, vdd 3,302 mV)
  09:43:22  t+1423.8min  3,499 mV   17%  on cell   (pin 1,182 mV, vdd 3,303 mV)
  09:44:24  t+1424.8min  3,473 mV   14%  on cell   (pin 1,173 mV, vdd 3,303 mV)
  09:45:25  t+1425.8min  3,523 mV   20%  on cell   (pin 1,190 mV, vdd 3,302 mV)
  09:46:26  t+1426.8min  3,514 mV   19%  on cell   (pin 1,187 mV, vdd 3,303 mV)
  09:47:28  t+1427.9min  3,538 mV   22%  on cell   (pin 1,195 mV, vdd 3,302 mV)
  09:56:39  t+1437.0min  3,505 mV   18%  on cell   (pin 1,184 mV, vdd 3,309 mV)

  947 samples over 23.9 h: 3,795 -> 3,505 mV (range 3,458-3,834)
  net -290 mV, -12 mV/h
